ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,MARRIAGE_RECORD_IDENTITY6,MARRIAGE_RECORD_IDENTITY7,MARRIAGE_RECORD_IDENTITY8,IMMIGRANT_GENERATION
753,182,182,James,Mcbain,28,FEBRUARY,1842,"10 Gearra Mor, Na h-Eileanan Siar",M,Christopher,Mcbain,PLOUGHMAN,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,753,753,596,557,753,182,557,596,267,,,,,,,,NA
755,177,177,James,Cruickshanks,17,MARCH,1842,"1 Park Drive, Hillpark, Bannockburn",M,Luke,Cruickshanks,GAME KEEPER,Alexandra,Perrie,HOUSE KEEPER,10,DECEMBER,1841,,,SYNTHETIC DATA PRODUCED USING VALIPOP,755,755,604,603,755,177,603,604,244,,,,,,,,NA
763,186,186,Charlie,Mcbain,1,OCTOBER,1844,"2 Pilot Place, Broadhaven, Caithness",M,Edward,Mcbain,SERVANT,Charlotte,Powell,,1,DECEMBER,1843,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,763,763,572,597,763,186,597,572,,,,,,,,,NA
765,187,187,Jacob,Powell,21,APRIL,1844,"3 Pilot Place, Broadhaven, Caithness",M,Luis,Powell,IRON MOULDER,Bethany,Mcbain,LABOURER'S WIFE,21,MAY,1841,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,765,765,608,587,765,187,587,608,241,,,,,,,,NA
767,188,188,Dylan,Perrie,31,OCTOBER,1845,"133 Smith Way, Dumfries and Galloway",M,Aaron,Perrie,HOUSE CARPENTER,Sophie,Mullen,,13,MAY,1843,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,767,767,536,537,767,188,537,536,228,,,,,,,,NA
769,172,172,Leon,Grant,9,AUGUST,1845,"2 East Drive, Thomsford, Fife",M,Dominic,Grant,HERD,Abigail,Perrie,,19,FEBRUARY,1833,"Thomsford Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,769,769,548,533,769,172,533,548,,,,,,,,,NA
771,165,165,Teejay,Anderson,24,AUGUST,1845,"1 Bail Ur, Highland",M,Bradley,Anderson,PORTER SPIRIT CELLAR,Harriet,Cruickshanks,,4,AUGUST,1829,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,771,771,558,531,771,165,531,558,263,,,,,,,,NA
773,190,190,Jorell,Cruickshanks,29,JULY,1845,"1 Hartrigge Crescent, Scaurs, Scottish Borders",M,Michael,Cruickshanks,GROCERS ASSISTANT,Charlotte,Perrie,POWER LOOM COTTON WEAVER,3,FEBRUARY,1843,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,773,773,586,593,773,190,593,586,247,,,,,,,,NA
781,182,182,Ramzi,Mcbain,15,MAY,1846,"10 Gearra Mor, Na h-Eileanan Siar",M,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,GENERAL SERVANT,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,781,781,596,557,781,182,557,596,255,,,,,,,,NA
787,195,195,Mark,Mcbain,30,MARCH,1847,"1 Swanson Drive, Harden, Wick",M,Joshua,Mcbain,FARM SERVANT,Natasha,Perrie,SCHOLAR,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,787,787,662,639,787,195,639,662,235,,,,,,,,NA
789,196,196,Qasim,Cruickshanks,25,FEBRUARY,1848,"200 Clyde Drive, Milnwood, North Lanarkshire",M,Ryan,Cruickshanks,PLOUGHMAN,Abigail,Perrie,,24,AUGUST,1847,"Milnwood North Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,789,789,548,611,789,196,611,548,242,,,,,,,,NA
791,186,186,Thomas,Mcbain,29,FEBRUARY,1848,"2 Pilot Place, Broadhaven, Caithness",M,Edward,Mcbain,SERVANT,Charlotte,Powell,WIFE,1,DECEMBER,1843,"Broadhaven Caithness",,SYNTHETIC DATA PRODUCED USING VALIPOP,791,791,572,597,791,186,597,572,281,282,,,,,,,NA
793,197,197,Samuel,Mullen,19,JANUARY,1848,"1 Kilrenny Lea, Cellardyke, Fife",M,Aaron,Mullen,MEDICAL STUDENT,Jemma,Kidd,DOMESTIC SERVT,18,JULY,1848,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,793,793,622,633,793,197,633,622,239,,,,,,,,NA
795,191,191,Joseph,Kidd,19,JUNE,1849,"2 Cowden Road, Perth and Kinross",M,Thomas,Kidd,,Amy-jo,Cruickshanks,,7,JUNE,1846,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,795,795,518,655,795,191,655,518,,,,,,,,,NA
797,197,197,Aaron,Mullen,24,MARCH,1849,"1 Kilrenny Lea, Cellardyke, Fife",M,Aaron,Mullen,MEDICAL STUDENT,Jemma,Kidd,DOMESTIC SERVT,18,JULY,1848,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,797,797,622,633,797,197,633,622,262,,,,,,,,NA
799,167,167,Rory,Jones,10,JUNE,1850,"7 Gearra Mor, Na h-Eileanan Siar",M,Matthew,Jones,SHEPHERD,Sabrina,Henry,,13,DECEMBER,1830,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,799,799,544,509,799,167,509,544,257,327,,,,,,,NA
801,196,196,Jack,Cruickshanks,2,MAY,1850,"200 Clyde Drive, Milnwood, North Lanarkshire",M,Ryan,Cruickshanks,PLOUGHMAN,Abigail,Perrie,,24,AUGUST,1847,"Milnwood North Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,801,801,548,611,801,196,611,548,256,,,,,,,,NA
803,185,185,Daniel,Perrie,22,MARCH,1850,"1 Asquith Place, Milnwood, North Lanarkshire",M,William,Perrie,CARTER,Hayley,Cruickshanks,LINEN WEAVER WIFE,26,MAY,1841,"Milnwood North Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,803,803,582,567,803,185,567,582,,,,,,,,,NA
805,189,189,Daniel,Powell,2,SEPTEMBER,1850,"580 Rathad an Duin, Na h-Eileanan Siar",M,Luis,Powell,CARTER,Abbie,Black,HACKER,3,AUGUST,1845,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,805,805,584,587,805,189,587,584,297,,,,,,,,NA
807,197,197,Darren,Mullen,27,DECEMBER,1850,"1 Kilrenny Lea, Cellardyke, Fife",M,Aaron,Mullen,MEDICAL STUDENT,Jemma,Kidd,DOMESTIC SERVT,18,JULY,1848,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,807,807,622,633,807,197,633,622,246,,,,,,,,NA
809,199,199,Dominic,Cruickshanks,30,JUNE,1850,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,IRON STONE MINER,Isla,Mullen,DRESSMAKER,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,809,809,658,651,809,199,651,658,249,306,,,,,,,NA
815,161,161,Mason,Perrie,27,JULY,1852,"577 Rathad an Duin, Na h-Eileanan Siar",M,Joseph,Perrie,PLOUGHMAN,Chelsea,Anderson,LABR WIFE,20,NOVEMBER,1824,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,815,815,524,505,815,161,505,524,,,,,,,,,NA
817,182,182,Joe,Mcbain,13,NOVEMBER,1852,"10 Gearra Mor, Na h-Eileanan Siar",M,Christopher,Mcbain,LABOURER FOUNDRY,Chloe,Cruickshanks,HOUSEMAID,10,OCTOBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,817,817,596,557,817,182,557,596,,,,,,,,,NA
819,179,179,Aminur,Cruickshanks,3,JANUARY,1853,"9 Gearra Mor, Na h-Eileanan Siar",M,Luke,Cruickshanks,SHOPMAN & SPIRIT TRADES,Emma,Mcbain,COTTON FACTORY WORKER,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,819,819,576,585,819,179,585,576,260,280,,,,,,,NA
821,201,201,James,Perrie,26,JANUARY,1853,"1 Burnflat Drive, West End, Scottish Borders",M,Callum,Perrie,COTTON WEAVER,Safiyah,Cruickshanks,DAIRY MAID,24,JULY,1848,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,821,821,626,591,821,201,591,626,269,,,,,,,,NA
823,203,203,James,Jones,1,APRIL,1853,"1 The Glebe, Pulteneytown, Wick",M,Luke,Jones,WAREHOUSE PORTER,Charleigh,Black,DOMESTIC SERV,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,823,823,678,575,823,203,575,678,271,,,,,,,,NA
825,179,179,Christian,Cruickshanks,25,DECEMBER,1854,"9 Gearra Mor, Na h-Eileanan Siar",M,Luke,Cruickshanks,SHOPMAN & SPIRIT TRADES,Emma,Mcbain,COTTON FACTORY WORKER,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,825,825,576,585,825,179,585,576,,,,,,,,,NA
827,193,193,Paul,Jones,6,MARCH,1854,"1 Burnside Park, Perth and Kinross",M,Callum,Jones,TEA MERCHANT,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,827,827,620,595,827,193,595,620,,,,,,,,,NA
829,203,203,Rowan,Jones,30,AUGUST,1854,"1 The Glebe, Pulteneytown, Wick",M,Luke,Jones,WAREHOUSE PORTER,Charleigh,Black,DOMESTIC SERV,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,829,829,678,575,829,203,575,678,,,,,,,,,NA
831,205,205,Gilbert,Anderson,16,SEPTEMBER,1854,"6 Gearra Mor, Na h-Eileanan Siar",M,Joseph,Anderson,CARPENTER,Florence,Anderson,DOMESTIC SERVANT,30,NOVEMBER,1852,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,831,831,686,669,831,205,669,686,259,,,,,,,,NA
833,181,181,Robert,Drake,13,DECEMBER,1855,"1 Bracklinn Road, Drumardoch Farm, Callander",M,Ashan,Drake,FARMER OF 27 ACRES ARRABLE 3 LAB,Amy,Grant,DOMESTIC SERV,21,JULY,1840,"Drumardoch Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,833,833,542,479,833,181,479,542,,,,,,,,,NA
835,185,185,Dylan,Perrie,15,JULY,1855,"1 Asquith Place, Milnwood, North Lanarkshire",M,William,Perrie,CARTER,Hayley,Cruickshanks,LINEN WEAVER WIFE,26,MAY,1841,"Milnwood North Lanarkshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,835,835,582,567,835,185,567,582,278,,,,,,,,NA
837,207,207,Dipesh,Anderson,27,JUNE,1855,"2 Hartrigge Crescent, Scaurs, Scottish Borders",M,Jack,Anderson,GARDNER,Emma,Cruickshanks,DOMESTIC SERV,30,JULY,1854,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,837,837,640,645,837,207,645,640,265,,,,,,,,NA
839,195,195,Kyle,Mcbain,21,JANUARY,1855,"1 Swanson Drive, Harden, Wick",M,Joshua,Mcbain,FARM SERVANT,Natasha,Perrie,SCULLERY MAID,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,839,839,662,639,839,195,639,662,279,,,,,,,,NA
841,189,189,Thomas,Powell,4,DECEMBER,1856,"580 Rathad an Duin, Na h-Eileanan Siar",M,Luis,Powell,CARTER,Abbie,Black,HACKER,3,AUGUST,1845,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,841,841,584,587,841,189,587,584,,,,,,,,,NA
843,195,195,Oliver,Mcbain,23,SEPTEMBER,1856,"1 Swanson Drive, Harden, Wick",M,Joshua,Mcbain,FARM SERVANT,Natasha,Perrie,SCULLERY MAID,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,843,843,662,639,843,195,639,662,264,,,,,,,,NA
845,205,205,Charles,Anderson,30,OCTOBER,1856,"6 Gearra Mor, Na h-Eileanan Siar",M,Joseph,Anderson,CARPENTER,Florence,Anderson,DOMESTIC SERVANT,30,NOVEMBER,1852,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,845,845,686,669,845,205,669,686,261,,,,,,,,NA
847,209,209,Taylor,Cruickshanks,25,MARCH,1857,"33 Balquhidderock, Broomridge, Stirling",M,Kojo,Cruickshanks,PIG IRON FURNACEMAN,Rebecca,Mcbain,LABOURERS WIFE,30,DECEMBER,1852,"Broomridge Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,847,847,618,621,847,209,621,618,,,,,,,,,NA
849,207,207,Michael,Anderson,29,SEPTEMBER,1857,"2 Hartrigge Crescent, Scaurs, Scottish Borders",M,Jack,Anderson,GARDNER,Emma,Cruickshanks,,30,JULY,1854,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,849,849,640,645,849,207,645,640,,,,,,,,,NA
851,210,210,Thomas,Cruickshanks,13,NOVEMBER,1857,"1 Hebridean Gardens, Crieff, Perth and Kinross",M,Benjamin,Cruickshanks,,Sophie,Perrie,INDIA RUBBER SHOE MAKER,1,NOVEMBER,1855,"Crieff Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,851,851,684,671,851,210,671,684,268,,,,,,,,NA
853,189,189,David,Powell,22,NOVEMBER,1858,"580 Rathad an Duin, Na h-Eileanan Siar",M,Luis,Powell,SHEPHERD,Abbie,Black,HOUSE WIFE,3,AUGUST,1845,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,853,853,584,587,853,189,587,584,,,,,,,,,NA
855,201,201,Jack,Perrie,9,AUGUST,1858,"1 Burnflat Drive, West End, Scottish Borders",M,Callum,Perrie,COTTON WEAVER,Safiyah,Cruickshanks,HERRING FISHER DAUR,24,JULY,1848,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,855,855,626,591,855,201,591,626,291,,,,,,,,NA
857,199,199,Dominic,Cruickshanks,16,MAY,1858,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,IRON STONE MINER,Isla,Mullen,DRESSMAKER,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,857,857,658,651,857,199,651,658,304,,,,,,,,NA
859,195,195,Callum,Mcbain,28,APRIL,1858,"1 Swanson Drive, Harden, Wick",M,Joshua,Mcbain,SEAMAN,Natasha,Perrie,SCULLERY MAID,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,859,859,662,639,859,195,639,662,,,,,,,,,NA
861,211,211,Charles,Black,15,SEPTEMBER,1858,"1 Fife Park, Northbank Farm Steadings, Fife",M,Nicholas,Black,PLOUGHMAN,Enya,Mullen,,17,NOVEMBER,1855,"Northbank Farm Steadings Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,861,861,704,693,861,211,693,704,275,292,,,,,,,NA
863,193,193,Aydin,Jones,4,FEBRUARY,1859,"1 Burnside Park, Perth and Kinross",M,Callum,Jones,TAILOR,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,863,863,620,595,863,193,595,620,277,,,,,,,,NA
865,208,208,Samuel,Grant,14,MAY,1859,"1 Torrie Wyne, Fife",M,Connor,Grant,PLOUGHMAN,Claire,Powell,,11,MARCH,1853,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,865,865,638,617,865,208,617,638,274,305,,,,,,,NA
867,199,199,Jamie,Cruickshanks,23,APRIL,1859,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,IRON STONE MINER,Isla,Mullen,DRESSMAKER,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,867,867,658,651,867,199,651,658,293,,,,,,,,NA
869,205,205,Asim,Anderson,20,DECEMBER,1859,"6 Gearra Mor, Na h-Eileanan Siar",M,Joseph,Anderson,CARPENTER,Florence,Anderson,DOMESTIC SERVANT,30,NOVEMBER,1852,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,869,869,686,669,869,205,669,686,298,,,,,,,,NA
871,179,179,Cameron,Cruickshanks,13,DECEMBER,1860,"9 Gearra Mor, Na h-Eileanan Siar",M,Luke,Cruickshanks,IRONSTONE MINER,Emma,Mcbain,,8,NOVEMBER,1837,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,871,871,576,585,871,179,585,576,,,,,,,,,NA
873,193,193,Alexander,Jones,7,JULY,1860,"1 Burnside Park, Perth and Kinross",M,Callum,Jones,TAILOR,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,873,873,620,595,873,193,595,620,,,,,,,,,NA
875,200,200,Sean,Grant,4,FEBRUARY,1860,"1 Birch Avenue, Southfield, Scottish Borders",M,Josh,Grant,,Lydia,Cruickshanks,MILL WORKER,25,JUNE,1846,"Southfield Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,875,875,652,609,875,200,609,652,,,,,,,,,NA
877,199,199,Arran,Cruickshanks,6,JULY,1860,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,SHEPHERD,Isla,Mullen,,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,877,877,658,651,877,199,651,658,,,,,,,,,NA
879,215,215,Shai,Cruickshanks,22,AUGUST,1860,"1 Old Shore Road, Argyll and Bute",M,Benjamin,Cruickshanks,,Charley,Anderson,DOMESTIC SERV,9,OCTOBER,1876,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,879,879,670,671,879,215,671,670,258,,,,,,,,NA
881,213,213,Rory,Mullen,24,MARCH,1860,"2 Swanson Drive, Harden, Wick",M,Mohammad,Mullen,COTTON WEAVER,Amy,Grant,SERVANT,28,FEBRUARY,1856,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,881,881,706,661,881,213,661,706,276,,,,,,,,NA
883,204,204,Shiv,Mcbain,1,AUGUST,1861,"1 Miller Lane, Pulteneytown, Wick",M,Samuel,Mcbain,RAILWAY LAB,Grace,Anderson,DRESSMAKER,11,APRIL,1853,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,883,883,700,643,883,204,643,700,287,,,,,,,,NA
885,217,217,Daniel,Black,27,DECEMBER,1861,"1 Stoopshill Crescent, Dalry, North Ayrshire",M,Jack,Black,PLOUGHMAN,Caitlin,Mullen,LABOURER,24,APRIL,1857,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,885,885,714,715,885,217,715,714,286,,,,,,,,NA
887,193,193,Danyaal,Jones,26,MAY,1862,"1 Burnside Park, Perth and Kinross",M,Callum,Jones,TAILOR,Elin,Drake,DRESS MAKER AT HOME,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,887,887,620,595,887,193,595,620,284,,,,,,,,NA
889,203,203,Maximilian,Jones,22,JANUARY,1862,"1 The Glebe, Pulteneytown, Wick",M,Luke,Jones,COTTON WEAVER,Charleigh,Black,DOMESTIC SERV,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,889,889,678,575,889,203,575,678,303,,,,,,,,NA
891,213,213,Abel,Mullen,28,AUGUST,1862,"2 Swanson Drive, Harden, Wick",M,Mohammad,Mullen,COLLIERY ENGINE KEEPER,Amy,Grant,SERVANT,28,FEBRUARY,1856,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,891,891,706,661,891,213,661,706,270,,,,,,,,NA
893,199,199,Jack,Cruickshanks,16,DECEMBER,1863,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,SHEPHERD,Isla,Mullen,,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,893,893,658,651,893,199,651,658,,,,,,,,,NA
895,216,216,Frederick,Anderson,19,FEBRUARY,1863,"1 Park Terrace, Croc, North Ayrshire",M,Joshua,Anderson,AGRIL LAB,Keira,Anderson,HOUSEMAID,5,MAY,1858,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,895,895,708,657,895,216,657,708,,,,,,,,,NA
897,220,220,Ashley,Cruickshanks,21,JULY,1863,"1 Roxburgh Road, Pulteneytown, Wick",M,Elliot,Cruickshanks,QUAY LABOURER,Amy,Jones,FLESHERS WIFE,11,MARCH,1860,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,897,897,754,735,897,220,735,754,,,,,,,,,NA
899,221,,Toby,Cruickshanks,22,JANUARY,1863,,M,James,Cruickshanks,FARM SERV,Hardeep,Mcbain,SCHOOLAR,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,899,899,784,755,899,,755,784,,,,,,,,,NA
901,193,193,Alexander,Jones,15,FEBRUARY,1864,"1 Burnside Park, Perth and Kinross",M,Callum,Jones,TAILOR,Elin,Drake,,23,MARCH,1845,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,901,901,620,595,901,193,595,620,,,,,,,,,NA
903,201,201,George,Perrie,30,OCTOBER,1864,"1 Burnflat Drive, West End, Scottish Borders",M,Callum,Perrie,COACHMAN (UNEMPLOYED),Safiyah,Cruickshanks,HERRING FISHER DAUR,24,JULY,1848,"West End Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,903,903,626,591,903,201,591,626,290,,,,,,,,NA
905,205,205,Oliver,Anderson,29,SEPTEMBER,1864,"6 Gearra Mor, Na h-Eileanan Siar",M,Joseph,Anderson,COAL MINER,Florence,Anderson,BONNET KNITTER,30,NOVEMBER,1852,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,905,905,686,669,905,205,669,686,266,,,,,,,,NA
907,213,213,Niall,Mullen,31,JULY,1864,"2 Swanson Drive, Harden, Wick",M,Mohammad,Mullen,COLLIERY ENGINE KEEPER,Amy,Grant,SERVANT,28,FEBRUARY,1856,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,907,907,706,661,907,213,661,706,273,301,,,,,,,NA
909,220,220,Curtis,Cruickshanks,7,AUGUST,1864,"1 Roxburgh Road, Pulteneytown, Wick",M,Elliot,Cruickshanks,QUAY LABOURER,Amy,Jones,FLESHERS WIFE,11,MARCH,1860,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,909,909,754,735,909,220,735,754,,,,,,,,,NA
911,195,195,Liam,Mcbain,6,DECEMBER,1865,"1 Swanson Drive, Harden, Wick",M,Joshua,Mcbain,SEAMAN,Natasha,Perrie,WIFE,29,JANUARY,1847,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,911,911,662,639,911,195,639,662,,,,,,,,,NA
913,217,217,Muhammad,Black,13,JULY,1865,"1 Stoopshill Crescent, Dalry, North Ayrshire",M,Jack,Black,PLOUGHMAN,Caitlin,Mullen,LABOURER,24,APRIL,1857,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,913,913,714,715,913,217,715,714,,,,,,,,,NA
915,226,226,Daniel,Jones,26,APRIL,1865,"1 Baron's Court, Pulteneytown, Wick",M,Harry,Jones,GAME KEEPER,Sarah,Drake,DOMESTIC SERVT,6,AUGUST,1862,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,915,915,740,741,915,226,741,740,,,,,,,,,NA
917,203,203,Connor,Jones,12,MAY,1866,"1 The Glebe, Pulteneytown, Wick",M,Luke,Jones,TAILOR,Charleigh,Black,SCHOOL MISTRESS OF 16 PUPILS,10,AUGUST,1851,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,917,917,678,575,917,203,575,678,,,,,,,,,NA
919,218,218,Jordan,Mcbain,21,SEPTEMBER,1866,"1 West Park, Pulteneytown, Wick",M,Sean,Mcbain,CLASSICAL TEACHER,Lauren,Cruickshanks,DOMESTIC SERVT (HOUSEMAID),13,FEBRUARY,1859,"Pulteneytown Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,919,919,712,695,919,218,695,712,,,,,,,,,NA
921,228,228,Jack,Perrie,6,SEPTEMBER,1866,"1 Milton Wynd, South Ayrshire",M,Dylan,Perrie,SHOEMAKER,Madison,Anderson,MILINER,21,JULY,1867,,,SYNTHETIC DATA PRODUCED USING VALIPOP,921,921,758,767,921,228,767,758,,,,,,,,,NA
923,207,207,Rhys,Anderson,21,JANUARY,1867,"2 Hartrigge Crescent, Scaurs, Scottish Borders",M,Jack,Anderson,DRAPER (JOURNEYMAN),Emma,Cruickshanks,,30,JULY,1854,"Scaurs Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,923,923,640,645,923,207,645,640,285,,,,,,,,NA
925,199,199,Muhammad,Cruickshanks,4,JUNE,1867,"1 Carr Crescent, Crail, Fife",M,Ambrose,Cruickshanks,SHEPHERD,Isla,Mullen,,21,MAY,1846,"Crail Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,925,925,658,651,925,199,651,658,295,,,,,,,,NA
927,230,230,Oliver,Black,5,FEBRUARY,1867,"1 Scotia Crescent, Swinhill, Larkhall",M,Jack,Black,PLOUGHMAN,Holly,Powell,,28,DECEMBER,1867,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,927,927,698,715,927,230,715,698,296,,,,,,,,NA
929,211,211,Matthew,Black,19,JULY,1867,"1 Fife Park, Northbank Farm Steadings, Fife",M,Nicholas,Black,MINNING ENGINEER,Enya,Mullen,LAUNDRY MAID (DOMESTIC SERV),17,NOVEMBER,1855,"Northbank Farm Steadings Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,929,929,704,693,929,211,693,704,283,318,,,,,,,NA
931,231,231,Jake,Anderson,1,NOVEMBER,1867,"572 Rathad an Duin, Na h-Eileanan Siar",M,Liam,Anderson,ROPE MAKER (JOURNYMAN),Victoria,Cruickshanks,SERVANT GEN,9,APRIL,1865,"Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,931,931,738,743,931,231,743,738,316,,,,,,,,NA
933,233,233,Paul,Cruickshanks,8,APRIL,1867,"4 Swanson Drive, Harden, Wick",M,Fergus,Cruickshanks,HAMMERMAN,Sophie,Drake,FLAX MILL WORKER,28,AUGUST,1866,"Harden Wick ",,SYNTHETIC DATA PRODUCED USING VALIPOP,933,933,736,673,933,233,673,736,272,309,,,,,,,NA
